user_id,signup_date,plan,country,variant
859,2024-03-30,free,DE,A
860,2024-07-23,free,CA,A
861,2025-07-10,pro,CA,B
862,2025-01-02,free,BR,B
863,2025-08-02,free,BR,B
864,2024-07-03,free,US,A
865,2024-10-14,free,IN,B
866,2025-01-01,pro,UK,A
867,2024-04-12,free,BR,A
868,2025-06-30,pro,UK,A
869,2025-08-12,pro,BR,B
870,2024-06-26,free,CA,B
871,2025-12-15,free,CA,A
872,2025-12-18,free,IN,A
873,2024-07-11,pro,IN,B
874,2024-11-12,free,US,A
875,2024-02-27,free,US,A
876,2025-06-23,free,IN,B
877,2024-07-25,pro,CA,B
878,2024-06-30,pro,US,B
879,2024-01-23,free,US,A
880,2025-06-22,pro,BR,A
881,2025-12-22,pro,IN,B
882,2024-04-13,free,UK,B
883,2024-06-10,pro,CA,B
884,2025-05-13,free,CA,A
885,2025-07-29,free,UK,B
886,2025-11-12,free,DE,A
887,2024-11-10,pro,UK,B
888,2024-06-30,pro,IN,B
889,2024-02-03,free,IN,B
890,2024-08-14,free,DE,A
891,2024-05-24,free,UK,A
892,2024-12-21,enterprise,CA,A
893,2024-03-31,pro,DE,B
894,2024-01-12,free,CA,A
895,2024-03-10,free,CA,A
896,2024-01-02,free,CA,B
897,2025-03-05,enterprise,DE,B
898,2025-01-22,free,US,B
899,2025-05-05,pro,UK,A
900,2025-04-07,free,BR,A
901,2024-01-21,free,US,A
902,2024-12-16,free,UK,B
903,2024-03-17,free,BR,A
904,2025-08-31,enterprise,CA,B
905,2024-02-01,free,IN,A
906,2025-03-20,free,BR,A
907,2024-07-29,enterprise,CA,B
908,2025-07-21,pro,CA,B
909,2024-10-15,free,US,A
910,2025-02-06,free,UK,B
911,2024-02-25,free,US,B
912,2024-10-28,pro,UK,B
913,2024-04-09,free,CA,A
914,2024-10-25,enterprise,US,B
915,2024-11-11,pro,DE,B
916,2025-11-07,free,UK,B
917,2025-01-14,pro,UK,B
918,2025-04-01,free,DE,B
919,2024-09-26,free,IN,B
920,2024-03-04,free,US,A
921,2025-11-15,free,IN,B
922,2024-08-20,free,IN,B
923,2025-03-04,enterprise,IN,B
924,2024-08-29,free,DE,A
925,2024-02-05,free,US,A
926,2025-04-04,free,UK,A
927,2024-07-16,free,US,B
928,2025-11-30,free,IN,A
929,2024-09-21,free,US,A
930,2025-02-01,free,BR,B
931,2025-06-16,free,CA,A
932,2025-09-30,free,US,B
933,2025-02-28,free,US,A
934,2025-07-30,pro,IN,B
935,2024-12-18,pro,DE,B
936,2025-11-01,free,US,B
937,2024-06-25,free,IN,A
938,2025-09-15,free,US,B
939,2025-02-09,pro,CA,B
940,2024-08-31,free,BR,B
941,2025-01-16,free,BR,B
942,2024-10-14,pro,UK,A
943,2024-05-17,free,BR,B
944,2024-10-02,pro,UK,A
945,2025-03-28,free,CA,B
946,2025-05-11,pro,US,B
947,2025-06-11,pro,BR,A
948,2025-12-27,free,IN,A
949,2025-08-05,free,UK,A
950,2024-02-29,free,US,B
951,2025-01-04,pro,BR,B
952,2025-04-20,free,CA,A
953,2024-02-01,free,IN,B
954,2025-04-01,free,IN,B
955,2025-07-18,free,BR,A
956,2025-12-06,free,DE,A
957,2024-02-20,free,UK,A
958,2025-10-24,free,BR,A
959,2025-10-29,free,CA,A
960,2024-01-10,free,CA,A
961,2024-06-26,free,UK,A
962,2024-09-15,free,CA,B
963,2025-12-27,free,DE,B
964,2024-12-23,free,DE,A
965,2024-11-05,free,IN,B
966,2024-04-14,free,IN,B
967,2025-10-24,free,BR,B
968,2025-12-01,free,BR,A
969,2024-10-10,free,BR,B
970,2025-11-02,pro,UK,B
971,2024-06-02,free,US,A
972,2025-09-06,free,CA,B
973,2024-05-23,pro,BR,B
974,2024-09-22,pro,DE,B
975,2024-02-06,free,BR,A
976,2025-12-31,free,CA,B
977,2025-01-02,free,CA,A
978,2025-07-25,free,DE,A
979,2024-05-11,pro,CA,A
980,2024-12-09,free,BR,A
981,2024-08-16,pro,DE,B
982,2024-12-05,free,DE,B
983,2024-04-30,free,DE,A
984,2024-07-18,free,IN,B
985,2024-11-01,free,UK,A
986,2024-07-24,free,UK,B
987,2024-11-19,pro,US,A
988,2025-05-14,free,BR,A
989,2025-10-11,free,BR,B
990,2024-08-02,pro,IN,A
991,2024-06-11,free,UK,A
992,2025-09-21,free,DE,B
993,2025-03-15,enterprise,US,B
994,2024-02-08,free,US,B
995,2024-11-25,pro,US,A
996,2025-11-23,free,UK,A
997,2025-12-11,pro,UK,B
998,2024-04-15,free,UK,B
999,2024-03-07,pro,BR,B
1000,2025-04-11,pro,DE,B
1001,2025-12-04,enterprise,DE,B
1002,2025-01-02,pro,DE,A
1003,2024-01-20,free,UK,A
1004,2024-01-23,free,US,A
1005,2025-01-10,pro,DE,A
1006,2025-10-17,free,IN,A
1007,2024-02-19,free,US,A
1008,2025-12-07,free,DE,B
1009,2024-05-06,free,CA,B
1010,2024-06-05,free,BR,A
1011,2025-03-06,free,IN,B
1012,2025-09-12,pro,US,B
1013,2025-06-07,pro,BR,A
1014,2024-04-26,pro,UK,B
1015,2025-09-15,free,IN,B
1016,2024-07-25,free,BR,B
1017,2024-06-13,free,UK,B
1018,2025-12-05,pro,UK,B
1019,2024-01-03,free,US,A
1020,2025-08-10,free,US,A
1021,2025-06-07,free,BR,A
1022,2025-10-21,free,BR,B
1023,2025-04-20,free,US,A
1024,2024-10-24,free,DE,B
1025,2024-04-28,free,US,A
1026,2024-05-21,free,BR,A
1027,2025-01-01,pro,CA,B
1028,2024-04-05,free,UK,B
1029,2024-04-26,free,BR,B
1030,2025-01-29,free,DE,B
1031,2025-10-26,pro,US,A
1032,2024-05-15,free,UK,A
1033,2024-04-16,free,IN,B
1034,2025-11-25,free,BR,B
1035,2025-09-18,free,DE,A
1036,2025-05-14,free,DE,B
1037,2024-02-17,free,US,B
1038,2025-12-22,pro,CA,A
1039,2024-12-12,free,DE,A
1040,2025-11-08,pro,BR,B
1041,2025-11-10,free,UK,B
1042,2025-07-25,pro,US,A
1043,2025-10-20,pro,DE,B
1044,2024-06-18,free,BR,B
1045,2024-09-03,free,US,B
1046,2025-06-03,free,DE,B
1047,2024-08-28,free,IN,B
1048,2025-04-03,free,DE,B
1049,2024-11-19,free,CA,B
1050,2025-10-31,free,DE,B
1051,2024-02-06,free,US,A
1052,2025-09-10,enterprise,IN,B
1053,2025-07-29,free,BR,B
1054,2025-01-07,pro,DE,A
1055,2024-12-05,free,CA,B
1056,2025-11-03,free,US,B
1057,2024-04-09,pro,US,A
1058,2024-12-15,free,IN,B
1059,2025-06-18,free,US,A
1060,2024-06-17,free,US,B
1061,2024-09-17,free,US,A
1062,2025-02-06,free,CA,A
1063,2024-12-12,free,US,B
1064,2025-10-10,pro,DE,A
1065,2025-04-13,free,DE,A
1066,2024-01-05,free,IN,A
1067,2025-03-19,pro,IN,B
1068,2024-06-30,free,CA,A
1069,2024-05-11,free,IN,B
1070,2025-01-28,free,BR,A
1071,2025-02-11,enterprise,DE,B
1072,2024-05-16,free,CA,B
1073,2025-07-14,pro,UK,A
1074,2024-08-02,free,CA,B
1075,2024-12-19,pro,CA,A
1076,2025-10-27,enterprise,IN,A
1077,2025-07-09,free,CA,B
1078,2024-04-28,pro,IN,B
1079,2025-08-07,pro,CA,B
1080,2025-06-30,free,US,B
1081,2025-06-19,free,UK,B
1082,2024-02-24,free,BR,A
1083,2024-06-13,enterprise,UK,B
1084,2024-03-04,free,UK,B
1085,2025-07-08,free,US,B
1086,2025-09-22,pro,CA,A
1087,2025-10-24,free,IN,A
1088,2025-12-13,free,DE,A
1089,2025-01-31,free,IN,B
1090,2024-02-25,free,UK,B
1091,2025-09-27,pro,UK,B
1092,2025-10-10,pro,IN,B
1093,2025-07-13,pro,CA,A
1094,2024-07-17,free,CA,A
1095,2024-03-17,free,CA,A
1096,2025-06-10,free,DE,A
1097,2024-10-12,free,UK,A
1098,2025-08-21,pro,BR,A
1099,2025-04-22,pro,US,A
1100,2024-06-06,pro,CA,A
1101,2025-09-22,pro,DE,B
1102,2025-08-09,free,CA,A
1103,2024-11-21,free,IN,A
1104,2024-03-10,pro,DE,A
1105,2025-07-10,free,BR,A
1106,2024-08-14,pro,BR,B
1107,2025-01-04,free,IN,B
1108,2025-10-26,free,DE,B
1109,2024-09-03,pro,US,A
1110,2025-11-29,pro,US,B
1111,2025-01-30,free,US,B
1112,2025-06-13,pro,IN,B
1113,2025-06-04,free,BR,A
1114,2025-10-29,free,US,A
1115,2024-06-20,enterprise,CA,A
1116,2024-03-08,free,CA,A
1117,2025-03-10,pro,IN,A
1118,2025-12-20,pro,CA,B
1119,2024-03-14,pro,US,A
1120,2025-04-15,pro,US,A
1121,2024-03-16,free,IN,B
1122,2024-03-13,free,BR,A
1123,2025-02-21,free,DE,B
1124,2024-11-19,free,IN,A
1125,2024-01-07,free,CA,A
1126,2025-08-22,free,BR,A
1127,2025-05-29,free,IN,B
1128,2024-03-29,free,DE,B
1129,2025-02-08,pro,DE,A
1130,2024-06-09,free,CA,A
1131,2025-02-04,pro,CA,B
1132,2024-05-27,free,US,B
1133,2025-07-20,pro,US,A
1134,2024-02-12,free,IN,B
1135,2025-07-14,pro,UK,B
1136,2024-12-18,free,UK,A
1137,2024-07-07,free,UK,B
1138,2024-04-27,free,IN,A
1139,2025-04-17,free,BR,A
1140,2025-11-18,free,UK,A
1141,2025-08-17,free,BR,B
1142,2024-05-11,free,US,A
1143,2024-10-18,free,BR,A
1144,2025-05-12,free,CA,B
1145,2025-08-21,free,BR,B
1146,2025-03-14,free,UK,B
1147,2024-08-14,pro,BR,B
1148,2025-01-03,free,DE,B
1149,2025-04-18,free,DE,B
1150,2025-07-18,free,BR,A
1151,2024-05-23,pro,BR,A
1152,2025-10-03,free,US,A
1153,2025-06-03,free,IN,B
1154,2024-08-05,pro,IN,B
1155,2025-07-06,free,BR,A
1156,2025-02-05,free,UK,B
1157,2025-04-20,free,DE,A
1158,2025-01-07,free,IN,A
1159,2025-12-01,free,DE,A
1160,2024-06-12,free,CA,A
1161,2025-05-10,pro,UK,A
1162,2025-05-14,free,BR,B
1163,2024-08-27,free,IN,A
1164,2025-01-04,free,US,B
1165,2024-02-10,enterprise,US,B
1166,2025-12-21,enterprise,CA,B
1167,2024-09-26,free,DE,A
1168,2025-10-31,free,IN,A
1169,2024-09-14,free,IN,A
1170,2025-02-19,free,DE,B
1171,2025-05-08,pro,IN,A
1172,2024-05-22,free,US,A
1173,2025-06-10,free,UK,A
1174,2024-07-10,free,CA,A
1175,2024-08-23,free,CA,B
1176,2024-04-26,free,DE,B
1177,2024-08-03,free,US,B
1178,2024-09-06,free,UK,A
1179,2025-10-06,free,US,A
1180,2024-06-19,free,IN,A
1181,2025-02-19,free,CA,A
1182,2025-11-08,pro,UK,A
1183,2025-04-04,free,DE,B
1184,2024-06-23,free,IN,B
1185,2024-05-26,pro,IN,A
1186,2025-11-06,free,CA,A
1187,2025-12-03,free,IN,B
1188,2025-08-27,free,DE,B
1189,2024-05-15,free,IN,A
1190,2025-05-31,free,IN,A
1191,2024-04-08,free,IN,A
1192,2025-05-30,pro,DE,A
1193,2025-11-06,free,CA,A
1194,2025-10-26,free,BR,B
1195,2024-02-14,free,UK,B
1196,2025-05-08,pro,BR,B
1197,2025-08-26,pro,DE,A
1198,2024-05-17,free,US,A
1199,2024-10-17,free,BR,B
1200,2024-07-12,free,IN,A
1201,2025-06-19,free,DE,A
1202,2025-11-01,free,DE,B
1203,2025-01-05,free,CA,B
1204,2025-08-22,free,IN,B
1205,2025-01-09,free,UK,B
1206,2025-02-27,free,UK,B
1207,2025-01-14,free,BR,B
1208,2024-11-10,free,CA,B
1209,2024-05-21,pro,CA,A
1210,2024-08-23,free,US,A
1211,2024-08-07,free,IN,B
1212,2025-09-20,free,UK,A
1213,2025-02-02,enterprise,US,A
1214,2024-05-28,free,US,B
1215,2024-03-06,free,US,B
1216,2025-09-15,free,DE,B
1217,2025-09-20,free,CA,B
1218,2025-09-03,free,CA,A
1219,2025-05-21,free,CA,A
1220,2025-06-14,free,IN,A
1221,2025-06-06,free,IN,A
1222,2024-06-22,free,UK,B
1223,2025-11-01,free,US,A
1224,2024-10-09,pro,CA,B
1225,2025-02-08,free,IN,A
1226,2024-01-16,pro,US,A
1227,2025-07-16,free,BR,B
1228,2024-10-10,free,DE,A
1229,2025-02-17,free,UK,B
1230,2025-02-20,free,IN,A
1231,2024-10-28,free,IN,A
1232,2024-09-20,pro,CA,B
1233,2025-03-29,enterprise,UK,B
1234,2024-12-13,enterprise,CA,B
1235,2025-04-16,pro,DE,A
1236,2024-04-29,free,CA,B
1237,2024-08-13,free,BR,A
1238,2025-02-26,enterprise,CA,A
1239,2024-09-26,free,DE,A
1240,2025-11-20,pro,US,B
1241,2025-07-21,pro,BR,B
1242,2024-12-28,free,UK,B
1243,2025-11-30,pro,DE,A
1244,2024-07-23,free,BR,A
1245,2024-07-30,free,IN,A
1246,2024-12-30,free,US,A
1247,2024-03-21,free,IN,B
1248,2024-01-07,pro,DE,A
1249,2025-01-15,free,IN,B
1250,2024-10-08,free,DE,B
1251,2024-08-15,pro,US,A
1252,2025-06-22,pro,IN,B
1253,2024-02-03,free,CA,B
1254,2024-06-27,free,CA,A
1255,2025-06-14,free,US,A
1256,2025-11-21,free,BR,A
1257,2025-01-05,free,UK,B
1258,2025-07-15,free,DE,B
1259,2025-09-19,free,DE,A
1260,2025-03-10,free,BR,B
1261,2025-02-14,free,IN,A
1262,2024-05-14,enterprise,US,A
1263,2024-10-03,pro,DE,B
1264,2024-07-19,free,DE,A
1265,2024-01-10,free,UK,B
1266,2025-10-07,free,DE,B
1267,2024-11-03,free,DE,A
1268,2024-04-11,free,UK,A
1269,2024-09-17,free,DE,A
1270,2024-12-08,free,IN,B
1271,2025-07-24,pro,BR,B
1272,2024-01-21,free,CA,B
1273,2025-09-12,free,BR,A
1274,2024-12-29,free,CA,B
1275,2025-04-02,pro,IN,B
1276,2024-10-20,free,UK,A
1277,2025-10-17,pro,DE,B
1278,2025-10-08,free,US,B
1279,2024-03-22,free,BR,A
1280,2024-11-20,free,IN,B
1281,2025-10-22,free,BR,B
1282,2025-08-24,free,DE,B
1283,2024-06-20,free,UK,A
1284,2024-08-28,free,UK,A
1285,2024-06-19,free,US,A
1286,2025-04-29,free,DE,A
1287,2025-06-20,pro,US,A
1288,2024-09-25,free,CA,A
1289,2025-02-03,free,CA,A
1290,2024-10-17,free,UK,A
1291,2025-06-23,pro,US,A
1292,2025-11-10,free,DE,B
1293,2025-04-23,enterprise,IN,B
1294,2025-03-31,free,IN,A
1295,2025-09-03,free,IN,B
1296,2025-10-17,free,BR,B
1297,2025-05-08,free,DE,A
1298,2024-11-11,free,UK,B
1299,2024-11-06,free,BR,A
1300,2024-10-20,free,CA,A
1301,2025-05-18,pro,BR,B
1302,2024-01-10,pro,IN,B
1303,2024-08-24,pro,UK,B
1304,2025-02-25,pro,DE,B
1305,2024-09-12,free,DE,B
1306,2024-08-13,free,CA,B
1307,2024-09-02,free,BR,B
1308,2025-10-26,pro,DE,B
1309,2024-07-11,pro,UK,A
1310,2024-10-23,free,IN,B
1311,2025-04-08,free,UK,B
1312,2024-11-24,free,IN,A
1313,2024-01-23,free,BR,A
1314,2024-10-02,free,CA,B
1315,2024-01-09,free,US,A
1316,2025-05-20,free,BR,B
1317,2025-05-25,enterprise,CA,B
1318,2024-02-02,free,US,A
1319,2024-09-29,pro,IN,A
1320,2025-04-26,free,DE,B
1321,2024-01-13,free,DE,A
1322,2025-03-29,free,UK,A
1323,2025-04-16,pro,IN,A
1324,2025-11-12,enterprise,DE,B
1325,2025-11-28,enterprise,UK,B
1326,2025-10-06,pro,BR,A
1327,2025-05-07,free,BR,A
1328,2024-02-23,pro,US,A
1329,2024-08-29,free,US,B
1330,2024-06-20,pro,DE,A
1331,2024-09-05,free,IN,A
1332,2025-12-08,free,BR,A
1333,2024-04-01,free,US,B
1334,2025-12-03,free,US,A
1335,2024-12-30,free,UK,A
1336,2025-05-14,free,DE,B
1337,2024-07-16,free,BR,B
1338,2024-05-17,free,DE,A
1339,2025-12-24,free,IN,B
1340,2025-12-14,free,IN,A
1341,2024-12-22,free,BR,B
1342,2025-09-05,pro,US,A
1343,2025-06-27,free,BR,B
1344,2025-07-08,free,CA,A
1345,2025-06-02,free,US,A
1346,2025-09-26,pro,BR,A
1347,2024-03-05,free,UK,B
1348,2025-06-20,free,IN,A
1349,2024-10-16,free,US,B
1350,2024-04-08,free,US,A
1351,2024-05-12,free,UK,A
1352,2024-04-19,free,US,A
1353,2025-08-07,free,CA,B
1354,2025-05-16,free,US,B
1355,2025-01-10,free,US,A
1356,2024-08-01,free,DE,A
1357,2025-10-16,free,BR,B
1358,2025-12-26,free,IN,B
1359,2024-02-11,pro,US,B
1360,2024-08-09,enterprise,US,A
1361,2024-08-24,free,UK,A
1362,2025-06-22,free,IN,A
1363,2025-07-25,free,CA,A
1364,2025-08-13,free,CA,B
1365,2025-11-12,free,UK,A
1366,2024-07-03,free,CA,B
1367,2024-06-10,free,BR,B
1368,2024-11-18,free,BR,B
1369,2025-02-26,pro,CA,B
1370,2024-11-27,free,DE,A
1371,2025-07-17,pro,BR,B
1372,2025-04-08,free,US,B
1373,2024-02-05,enterprise,IN,A
1374,2024-05-18,enterprise,US,B
1375,2024-11-03,enterprise,BR,A
1376,2024-01-23,pro,IN,B
1377,2025-06-07,free,US,A
1378,2024-02-08,free,UK,A
1379,2024-09-28,free,UK,A
1380,2024-09-19,pro,IN,A
1381,2025-02-13,free,CA,A
1382,2024-03-20,pro,UK,B
1383,2025-05-14,pro,IN,A
1384,2025-10-19,free,US,B
1385,2024-02-27,pro,BR,B
1386,2025-03-20,free,UK,A
1387,2025-10-30,pro,CA,A
1388,2025-10-09,free,IN,B
1389,2024-02-12,free,BR,A
1390,2025-05-29,free,US,A
1391,2025-11-20,pro,DE,B
1392,2025-09-01,free,UK,A
1393,2025-03-18,free,UK,B
1394,2024-05-15,free,IN,B
1395,2024-02-20,free,US,B
1396,2025-02-12,free,UK,A
1397,2025-05-07,free,DE,B
1398,2025-10-29,free,UK,A
1399,2024-03-14,free,BR,B
1400,2025-12-02,pro,US,A
1401,2025-11-18,free,BR,B
1402,2024-07-14,free,BR,A
1403,2024-06-22,enterprise,IN,B
1404,2024-05-29,free,UK,A
1405,2025-12-02,free,US,A
1406,2024-02-25,free,BR,A
1407,2024-01-15,free,BR,A
1408,2025-04-05,free,UK,B
1409,2025-07-04,free,IN,B
1410,2025-05-09,free,CA,A
1411,2025-12-16,free,IN,B
1412,2025-11-10,free,UK,B
1413,2024-03-02,free,US,B
1414,2025-04-21,free,US,A
1415,2025-02-01,free,US,B
1416,2024-01-20,free,UK,B
1417,2025-01-24,free,BR,A
1418,2025-05-11,pro,UK,A
1419,2024-07-22,free,IN,B
1420,2025-12-30,free,IN,A
1421,2024-11-08,free,CA,B
1422,2024-06-09,free,BR,B
1423,2025-10-02,free,US,B
1424,2025-10-02,free,US,B
1425,2025-07-22,pro,UK,A
1426,2024-12-15,pro,US,A
1427,2025-01-26,free,DE,A
1428,2024-09-03,free,BR,B
1429,2025-09-11,free,UK,A
1430,2025-10-30,free,UK,A
1431,2024-11-12,free,DE,A
1432,2024-05-28,free,BR,A
1433,2024-03-10,free,UK,A
1434,2024-11-21,pro,CA,A
1435,2024-01-31,pro,DE,B
1436,2024-11-06,free,UK,B
1437,2024-07-11,free,US,A
1438,2025-09-18,free,IN,A
1439,2024-08-25,free,BR,A
1440,2024-03-22,free,UK,B
1441,2025-05-29,pro,CA,B
1442,2025-10-27,free,DE,B
1443,2025-04-30,free,UK,A
1444,2024-02-03,free,BR,A
1445,2025-02-26,free,UK,A
1446,2024-03-08,free,IN,B
1447,2025-05-16,free,UK,B
1448,2025-03-13,free,IN,A
1449,2025-01-24,pro,IN,B
1450,2025-08-08,free,IN,A
1451,2024-04-21,free,UK,A
1452,2025-06-15,free,IN,A
1453,2025-01-31,free,UK,A
1454,2024-10-25,free,BR,B
1455,2025-04-17,free,IN,B
1456,2024-02-25,free,DE,A
1457,2025-10-23,free,UK,A
1458,2025-08-22,pro,DE,A
1459,2025-02-27,free,UK,A
1460,2025-04-09,free,DE,A
1461,2024-04-02,free,CA,A
1462,2024-05-06,free,CA,B
1463,2025-01-06,free,CA,B
1464,2025-06-07,free,DE,A
1465,2025-07-17,free,BR,A
1466,2025-08-02,pro,UK,A
1467,2024-05-28,free,DE,A
1468,2024-11-11,free,BR,B
1469,2025-10-03,free,UK,A
1470,2024-01-04,free,US,B
1471,2025-04-14,free,IN,B
1472,2024-01-06,free,UK,B
1473,2024-08-10,free,DE,B
1474,2025-02-23,free,UK,A
1475,2025-07-14,free,US,A
1476,2024-07-08,free,US,B
1477,2024-05-28,pro,BR,B
1478,2024-03-30,free,UK,B
1479,2024-06-14,free,DE,A
1480,2025-08-15,free,US,A
1481,2024-11-02,free,US,B
1482,2025-03-13,pro,BR,A
1483,2025-04-27,free,BR,B
1484,2025-06-23,free,CA,A
1485,2024-08-02,free,IN,A
1486,2025-10-06,free,DE,A
1487,2025-12-06,free,DE,B
1488,2025-09-15,pro,IN,B
1489,2025-08-11,enterprise,UK,B
1490,2025-09-21,free,DE,B
1491,2024-07-03,pro,CA,A
1492,2024-10-24,enterprise,US,A
1493,2024-01-25,free,CA,A
1494,2024-07-31,pro,DE,B
1495,2024-02-16,free,US,A
1496,2025-10-17,free,BR,B
1497,2024-03-10,free,US,B
1498,2024-04-26,free,DE,B
1499,2025-08-05,free,UK,A
1500,2024-07-17,free,CA,B
1501,2025-05-05,pro,CA,A
1502,2024-05-19,free,IN,B
1503,2024-12-09,free,CA,B
1504,2024-02-27,pro,IN,B
1505,2025-11-25,free,UK,A
1506,2025-08-14,free,US,B
1507,2024-06-01,free,BR,A
1508,2025-01-19,free,IN,A
1509,2025-09-12,free,BR,A
1510,2025-12-23,pro,BR,A
1511,2025-02-27,free,BR,A
1512,2025-04-07,pro,UK,B
1513,2025-06-21,free,BR,A
1514,2024-02-08,pro,DE,A
1515,2025-06-02,free,IN,B
1516,2024-06-06,free,CA,B
1517,2025-06-20,free,UK,B
1518,2024-04-10,pro,UK,A
1519,2024-02-07,free,US,A
1520,2024-11-14,pro,BR,A
1521,2025-04-23,pro,IN,A
1522,2025-11-05,pro,IN,A
1523,2024-11-15,free,BR,A
1524,2024-07-24,free,IN,B
1525,2024-11-22,pro,BR,A
1526,2024-06-01,free,US,A
1527,2025-09-29,free,UK,A
1528,2025-07-09,free,BR,B
1529,2024-05-24,pro,IN,B
1530,2024-09-07,free,IN,B
1531,2024-12-12,free,UK,A
1532,2024-01-30,free,US,A
1533,2025-01-27,free,DE,B
1534,2024-07-02,pro,IN,B
1535,2024-12-30,free,CA,A
1536,2025-11-17,pro,DE,A
1537,2025-08-04,free,US,B
1538,2025-04-11,free,DE,B
1539,2024-08-25,pro,IN,A
1540,2024-09-21,pro,UK,B
1541,2025-12-17,pro,BR,B
1542,2025-04-09,free,DE,A
1543,2024-04-25,free,UK,B
1544,2024-10-16,pro,IN,A
1545,2024-04-15,free,BR,A
1546,2025-07-23,free,IN,B
1547,2025-04-17,free,UK,B
1548,2025-09-27,free,DE,A
1549,2025-01-28,free,CA,A
1550,2025-08-28,free,IN,B
1551,2024-12-16,free,UK,A
1552,2025-11-09,free,US,B
1553,2025-08-29,free,IN,B
1554,2024-04-09,pro,BR,A
1555,2025-02-19,free,CA,A
1556,2025-09-02,pro,BR,B
1557,2025-05-21,free,US,A
1558,2024-08-10,pro,UK,A
1559,2025-11-07,free,DE,B
1560,2025-09-22,free,UK,A
1561,2025-11-28,pro,IN,B
1562,2025-11-26,free,CA,B
1563,2024-12-18,enterprise,IN,A
1564,2025-06-06,free,BR,A
1565,2024-03-04,free,US,A
1566,2025-12-21,free,US,B
1567,2024-10-15,pro,DE,A
1568,2025-12-20,free,CA,B
1569,2025-01-26,free,IN,B
1570,2024-08-04,free,UK,B
1571,2024-07-11,free,DE,B
1572,2024-06-06,free,UK,A
1573,2024-01-12,free,UK,A
1574,2025-05-13,free,US,A
1575,2024-05-20,free,DE,B
1576,2025-12-13,free,IN,B
1577,2024-07-03,free,IN,B
1578,2025-04-05,free,UK,A
1579,2025-03-10,free,CA,B
1580,2024-08-30,pro,DE,B
1581,2025-07-13,free,US,A
1582,2025-08-04,free,US,B
1583,2025-08-17,free,UK,A
1584,2025-06-23,enterprise,DE,B
1585,2025-06-13,free,UK,A
1586,2025-04-28,free,CA,A
1587,2025-10-10,free,IN,B
1588,2024-02-24,pro,DE,A
1589,2025-04-09,free,IN,B
1590,2024-12-05,free,BR,B
1591,2024-06-20,free,CA,B
1592,2025-07-31,free,IN,B
1593,2024-06-22,free,CA,B
1594,2025-10-01,free,US,B
1595,2024-05-09,free,BR,B
1596,2024-05-15,free,BR,B
1597,2024-01-15,pro,IN,A
1598,2024-06-03,free,UK,B
1599,2024-09-24,pro,DE,A
1600,2024-07-04,pro,BR,A
1601,2024-03-27,enterprise,DE,A
1602,2025-02-26,pro,CA,A
1603,2025-03-26,pro,UK,A
1604,2025-08-14,pro,US,B
1605,2025-10-19,free,US,A
1606,2024-06-20,free,BR,B
1607,2025-05-02,pro,DE,A
1608,2025-11-30,pro,BR,B
1609,2024-05-28,free,US,B
1610,2024-10-22,pro,DE,B
1611,2025-11-25,free,US,A
1612,2025-06-28,free,IN,B
1613,2025-10-29,pro,BR,B
1614,2024-09-30,pro,CA,B
1615,2025-08-21,free,CA,A
1616,2025-11-19,free,IN,A
1617,2024-12-11,free,BR,A
1618,2025-07-14,free,US,A
1619,2024-01-13,free,CA,A
1620,2025-04-01,free,BR,B
1621,2024-07-16,free,US,A
1622,2025-08-31,free,IN,A
1623,2025-10-15,free,US,A
1624,2025-09-11,free,US,A
1625,2025-12-13,free,DE,B
1626,2025-11-07,pro,BR,B
1627,2025-03-13,free,BR,B
1628,2024-06-14,pro,US,B
1629,2025-01-26,free,BR,A
1630,2024-09-28,free,DE,A
1631,2024-07-24,free,CA,A
1632,2025-05-18,free,UK,B
1633,2025-09-20,free,CA,B
1634,2024-09-22,free,US,A
1635,2025-08-08,pro,US,B
1636,2025-05-24,free,US,A
1637,2025-11-11,free,CA,A
1638,2024-12-03,pro,IN,A
1639,2025-12-25,pro,DE,B
1640,2025-03-22,free,IN,A
1641,2024-08-19,free,US,B
1642,2025-08-03,free,BR,B
1643,2025-11-29,free,CA,A
1644,2025-10-24,free,US,B
1645,2025-04-15,pro,CA,B
1646,2024-07-26,free,DE,A
1647,2025-11-07,free,US,B
1648,2025-10-07,free,US,B
1649,2025-10-09,free,UK,A
1650,2024-02-06,free,DE,A
1651,2025-02-02,free,DE,B
1652,2025-06-30,enterprise,US,B
1653,2024-02-07,free,CA,B
1654,2024-02-13,free,CA,A
1655,2025-11-14,free,CA,A
1656,2025-08-16,free,US,A
1657,2024-05-24,free,DE,A
1658,2025-09-25,free,US,A
1659,2024-06-25,free,US,B
1660,2025-04-12,free,US,A
1661,2024-04-26,free,US,A
1662,2024-07-26,free,BR,B
1663,2024-05-03,enterprise,BR,A
1664,2024-08-06,pro,BR,A
1665,2024-03-05,free,DE,A
1666,2024-06-21,free,DE,A
1667,2024-09-06,pro,UK,A
1668,2024-04-12,pro,UK,B
1669,2024-01-17,pro,US,A
1670,2024-01-08,free,CA,A
1671,2025-10-29,free,DE,B
1672,2025-12-11,pro,CA,B
1673,2024-05-09,free,IN,B
1674,2025-04-06,free,IN,A
1675,2025-12-09,free,CA,A
1676,2025-05-26,free,CA,A
1677,2024-11-04,free,IN,A
1678,2024-08-29,free,IN,A
1679,2025-01-05,pro,DE,A
1680,2025-10-03,free,US,B
